"year","region","category","Number of people","Percentage"
"1985","Europe","Christianity Others","17,622,140","0.0229"
"1985","Europe","Christianity Total","496,457,481","0.6452"
"1985","Europe","Judaism Orthodox","0","0"
"1985","Europe","Judaism Conservatives","0","0"
"1985","Europe","Judaism Reform","0","0"
"1985","Europe","Judaism Others","4,364,409","0.0057"
"1985","Europe","Judaism Total","4,364,409","0.0057"
"1985","Europe","Islam Sunni","0","0"
"1985","Europe","Islam Shi’a","0","0"
"1985","Europe","Islam Ibadhi","0","0"
"1985","Europe","Islam Nation of Islam","0","0"
"1985","Europe","Islam Alawite","0","0"
"1985","Europe","Islam Ahmadiyya","0","0"
"1985","Europe","Islam Other","42,150,125","0.0548"
"1985","Europe","Islam Total","42,150,125","0.0548"
"1985","Europe","Buddhism Mahayana","0","0"
"1985","Europe","Buddhism Theravada","0","0"
"1985","Europe","Buddhism Other","1,086,688","0.0014"
"1985","Europe","Buddhism Total","1,086,688","0.0014"
"1985","Europe","Zoroastrian Total","523","0"
"1985","Europe","Hindu Total","474,973","0.0006"
"1985","Europe","Sikh Total","217,500","0.0003"
"1985","Europe","Shinto Total","0","0"
"1985","Europe","Baha’i Total","72,559","0.0001"
"1985","Europe","Taoism Total","0","0"
"1985","Europe","Confucianism Total","9,648","0"
"1985","Europe","Jain Total","6,251","0"
"1985","Europe","Syncretic Religions Total","89,957","0.0001"
"1985","Europe","Animist Religions Total","713,756","0.0009"
"1985","Europe","Non. Religious Total","210,577,941","0.2737"
"1985","Europe","Other Religions Total","13,254,594","0.0172"
"1985","Europe","Sum of Religion Adherents","558,898,464","0.7263"
"1985","Europe","Total Population","769,476,405","1"
"1985","Europe","worldpop","4,834,000,000","0.1592"
"1985","Mideast","Christianity Protestants","205,699","0.0007"
"1985","Mideast","Christianity Roman Catholics","2,614,480","0.0092"
"1985","Mideast","Christianity Eastern Orthodox","4,772,352","0.0167"
"1985","Mideast","Christianity Anglican","214,410","0.0008"
"1985","Mideast","Christianity Others","3,380,557","0.0118"
"1985","Mideast","Christianity Total","11,187,498","0.0392"
"1985","Mideast","Judaism Orthodox","3,165,480","0.0111"
"1985","Mideast","Judaism Conservatives","211,032","0.0007"
"1985","Mideast","Judaism Reform","140,688","0.0005"
"1985","Mideast","Judaism Others","113,374","0.0004"
"1985","Mideast","Judaism Total","3,630,574","0.0127"
"1985","Mideast","Islam Sunni","200,174,588","0.7011"
"1985","Mideast","Islam Shi’a","60,295,362","0.2112"
"1985","Mideast","Islam Ibadhi","899,500","0.0032"
"1985","Mideast","Islam Nation of Islam","0","0"
"1985","Mideast","Islam Alawite","1,202,490","0.0042"
"1985","Mideast","Islam Ahmadiyya","0","0"
"1985","Mideast","Islam Other","258,440","0.0009"
"1985","Mideast","Islam Total","262,830,380","0.9205"
"1985","Mideast","Buddhism Mahayana","0","0"
"1985","Mideast","Buddhism Theravada","0","0"
"1985","Mideast","Buddhism Other","35,000","0.0001"
"1985","Mideast","Buddhism Total","35,000","0.0001"
"1985","Mideast","Zoroastrian Total","0","0"
"1985","Mideast","Hindu Total","82,000","0.0003"
"1985","Mideast","Sikh Total","15,000","0.0001"
"1985","Mideast","Shinto Total","0","0"
"1985","Mideast","Baha’i Total","7,950","0"
"1985","Mideast","Taoism Total","0","0"
"1985","Mideast","Confucianism Total","0","0"
"1985","Mideast","Jain Total","0","0"
"1985","Mideast","Syncretic Religions Total","9,000","0"
"1985","Mideast","Animist Religions Total","4,265,733","0.0149"
"1985","Mideast","Non. Religious Total","22,000","0.0001"
"1985","Mideast","Other Religions Total","3,443,865","0.0121"
"1985","Mideast","Sum of Religion Adherents","285,507,000","0.9999"
"1985","Mideast","Total Population","285,529,000","1"
"1985","Mideast","worldpop","4,834,000,000","0.0591"
"1985","West. Hem","Christianity Protestants","131,529,564","0.2006"
"1985","West. Hem","Christianity Roman Catholics","449,070,083","0.6848"
"1985","West. Hem","Christianity Eastern Orthodox","5,733,362","0.0087"
"1985","West. Hem","Christianity Anglican","6,779,340","0.0103"
"1985","West. Hem","Christianity Others","2,478,330","0.0038"
"1985","West. Hem","Christianity Total","595,590,679","0.9082"
"1985","West. Hem","Judaism Orthodox","1,414,994","0.0022"
"1985","West. Hem","Judaism Conservatives","2,255,910","0.0034"
"1985","West. Hem","Judaism Reform","3,179,436","0.0048"
"1985","West. Hem","Judaism Others","1,672,354","0.0026"
"1985","West. Hem","Judaism Total","8,522,694","0.013"
"1985","West. Hem","Islam Sunni","2,378,204","0.0036"
"1985","West. Hem","Islam Shi’a","319,464","0.0005"
"1985","West. Hem","Islam Ibadhi","0","0"
"1985","West. Hem","Islam Nation of Islam","0","0"
"1985","West. Hem","Islam Alawite","0","0"
"1985","West. Hem","Islam Ahmadiyya","0","0"
"1985","West. Hem","Islam Other","284,400","0.0004"
"1985","West. Hem","Islam Total","2,982,068","0.0045"
"1985","West. Hem","Buddhism Mahayana","0","0"
"1985","West. Hem","Buddhism Theravada","0","0"
"1985","West. Hem","Buddhism Other","2,013,925","0.0031"
"1985","West. Hem","Buddhism Total","2,013,925","0.0031"
"1985","West. Hem","Zoroastrian Total","0","0"
"1985","West. Hem","Hindu Total","1,592,400","0.0024"
"1985","West. Hem","Sikh Total","0","0"
"1985","West. Hem","Shinto Total","0","0"
"1985","West. Hem","Baha’i Total","46,920","0.0001"
"1985","West. Hem","Taoism Total","1,950","0"
"1985","West. Hem","Confucianism Total","0","0"
"1985","West. Hem","Jain Total","0","0"
"1985","West. Hem","Syncretic Religions Total","10,002,600","0.0153"
"1985","West. Hem","Animist Religions Total","453,731","0.0007"
"1985","West. Hem","Non. Religious Total","33,185,698","0.0506"
"1985","West. Hem","Other Religions Total","11,139,356","0.017"
"1985","West. Hem","Sum of Religion Adherents","632,346,323","0.9642"
"1985","West. Hem","Total Population","655,792,000","1.0149"
"1985","West. Hem","worldpop","4,834,000,000","0.1357"
"1990","Africa","Christianity Protestants","64,190,743","0.1327"
"1990","Africa","Christianity Roman Catholics","86,230,560","0.1782"
"1990","Africa","Christianity Eastern Orthodox","21,345,712","0.0441"
"1990","Africa","Christianity Anglican","24,530,704","0.0507"
"1990","Africa","Christianity Others","69,195,730","0.143"
"1990","Africa","Christianity Total","265,493,449","0.5487"
"1990","Africa","Judaism Orthodox","0","0"
"1990","Africa","Judaism Conservatives","0","0"
"1990","Africa","Judaism Reform","0","0"
"1990","Africa","Judaism Others","142,152","0.0003"
"1990","Africa","Judaism Total","142,152","0.0003"
"1990","Africa","Islam Sunni","19,006,292","0.0393"
"1990","Africa","Islam Shi’a","55,294","0.0001"
"1990","Africa","Islam Ibadhi","0","0"
"1990","Africa","Islam Nation of Islam","0","0"
"1990","Africa","Islam Alawite","0","0"
"1990","Africa","Islam Ahmadiyya","0","0"
"1990","Africa","Islam Other","116,352,402","0.2405"
"1990","Africa","Islam Total","135,413,988","0.2799"
"1990","Africa","Buddhism Mahayana","0","0"
"1990","Africa","Buddhism Theravada","0","0"
"1990","Africa","Buddhism Other","100,263","0.0002"
"1990","Africa","Buddhism Total","100,263","0.0002"
"1990","Africa","Zoroastrian Total","720","0"
"1990","Africa","Hindu Total","1,762,136","0.0036"
"1990","Africa","Sikh Total","44,358","0.0001"
"1990","Africa","Shinto Total","0","0"
"1990","Africa","Baha’i Total","1,150,689","0.0024"
"1990","Africa","Taoism Total","0","0"
"1990","Africa","Confucianism Total","57,010","0.0001"
"1990","Africa","Jain Total","11,306","0"
"1990","Africa","Syncretic Religions Total","57,936","0.0001"
"1990","Africa","Animist Religions Total","73,843,670","0.1526"
"1990","Africa","Non. Religious Total","2,896,489","0.006"
"1990","Africa","Other Religions Total","2,848,834","0.0059"
"1990","Africa","Sum of Religion Adherents","480,926,511","0.994"
"1990","Africa","Total Population","483,823,000","1"
"1990","Africa","worldpop","5,313,000,000","0.0911"
"1990","Asia","Christianity Protestants","57,440,648","0.0196"
"1990","Asia","Christianity Roman Catholics","97,213,932","0.0331"
"1990","Asia","Christianity Eastern Orthodox","3,244,879","0.0011"
"1990","Asia","Christianity Anglican","4,869,140","0.0017"
"1990","Asia","Christianity Others","59,802,501","0.0204"
"1990","Asia","Christianity Total","222,571,100","0.0758"
"1990","Asia","Judaism Orthodox","0","0"
"1990","Asia","Judaism Conservatives","0","0"
"1990","Asia","Judaism Reform","0","0"
"1990","Asia","Judaism Others","104,493","0"
"1990","Asia","Judaism Total","104,493","0"
"1990","Asia","Islam Sunni","270,317,060","0.092"
"1990","Asia","Islam Shi’a","4,264,900","0.0015"
"1990","Asia","Islam Ibadhi","0","0"
"1990","Asia","Islam Nation of Islam","0","0"
"1990","Asia","Islam Alawite","0","0"
"1990","Asia","Islam Ahmadiyya","0","0"
"1990","Asia","Islam Other","234,213,938","0.0797"
"1990","Asia","Islam Total","508,795,898","0.1732"
"1990","Asia","Buddhism Mahayana","0","0"
"1990","Asia","Buddhism Theravada","39,303,150","0.0134"
"1990","Asia","Buddhism Other","332,095,860","0.113"
"1990","Asia","Buddhism Total","371,399,010","0.1264"
"1990","Asia","Zoroastrian Total","314,540","0.0001"
"1990","Asia","Hindu Total","656,018,252","0.2233"
"1990","Asia","Sikh Total","18,621,706","0.0063"
"1990","Asia","Shinto Total","94,546,096","0.0322"
"1990","Asia","Baha’i Total","2,301,416","0.0008"
"1990","Asia","Taoism Total","5,460,945","0.0019"
"1990","Asia","Confucianism Total","3,809,813","0.0013"
"1990","Asia","Jain Total","1,279,073","0.0004"
"1990","Asia","Syncretic Religions Total","459,167,251","0.1563"
"1990","Asia","Animist Religions Total","103,439,157","0.0352"
"1990","Asia","Non. Religious Total","561,364,124","0.1911"
"1990","Asia","Other Religions Total","8,298,871","0.0028"
"1990","Asia","Sum of Religion Adherents","2,456,127,621","0.836"
"1990","Asia","Total Population","2,937,844,992","1.0271"
"1990","Asia","worldpop","5,313,000,000","0.553"
"1990","Europe","Christianity Protestants","104,482,885","0.1235"
"1990","Europe","Christianity Roman Catholics","288,130,151","0.3406"
"1990","Europe","Christianity Eastern Orthodox","108,099,811","0.1278"
"1990","Europe","Christianity Anglican","26,146,960","0.0309"
"1990","Europe","Christianity Others","20,767,737","0.0245"
"1990","Europe","Christianity Total","547,627,544","0.6474"
"1990","Europe","Judaism Orthodox","0","0"
"1990","Europe","Judaism Conservatives","0","0"
"1990","Europe","Judaism Reform","0","0"
"1990","Europe","Judaism Others","4,094,416","0.0048"
"1990","Europe","Judaism Total","4,094,416","0.0048"
"1990","Europe","Islam Sunni","0","0"
"1990","Europe","Islam Shi’a","0","0"
"1990","Europe","Islam Ibadhi","0","0"
"1990","Europe","Islam Nation of Islam","0","0"
"1990","Europe","Islam Alawite","0","0"
"1990","Europe","Islam Ahmadiyya","0","0"
"1990","Europe","Islam Other","43,630,843","0.0516"
"1990","Europe","Islam Total","43,630,843","0.0516"
"1990","Europe","Buddhism Mahayana","0","0"
"1990","Europe","Buddhism Theravada","0","0"
"1990","Europe","Buddhism Other","1,260,132","0.0015"
"1990","Europe","Buddhism Total","1,260,132","0.0015"
"1990","Europe","Zoroastrian Total","610","0"
"1990","Europe","Hindu Total","545,390","0.0006"
"1990","Europe","Sikh Total","228,000","0.0003"
"1990","Europe","Shinto Total","0","0"
"1990","Europe","Baha’i Total","100,313","0.0001"
"1990","Europe","Taoism Total","0","0"
"1990","Europe","Confucianism Total","11,531","0"
"1990","Europe","Jain Total","9,900","0"
"1990","Europe","Syncretic Religions Total","243,791","0.0003"
"1990","Europe","Animist Religions Total","970,327","0.0011"
"1990","Europe","Non. Religious Total","236,076,477","0.2791"
"1990","Europe","Other Religions Total","11,143,445","0.0132"
"1990","Europe","Sum of Religion Adherents","609,866,242","0.7209"
"1990","Europe","Total Population","845,942,719","1"
"1990","Europe","worldpop","5,313,000,000","0.1592"
"1990","Mideast","Christianity Protestants","818,833","0.0024"
"1990","Mideast","Christianity Roman Catholics","4,910,719","0.0145"
"1990","Mideast","Christianity Eastern Orthodox","7,744,332","0.0229"
"1990","Mideast","Christianity Anglican","325,884","0.001"
"1990","Mideast","Christianity Others","2,272,383","0.0067"
"1990","Mideast","Christianity Total","16,072,151","0.0476"
"1990","Mideast","Judaism Orthodox","3,350,310","0.0099"
"1990","Mideast","Judaism Conservatives","184,083","0.0005"
"1990","Mideast","Judaism Reform","147,266","0.0004"
"1990","Mideast","Judaism Others","64,729","0.0002"
"1990","Mideast","Judaism Total","3,746,388","0.0111"
"1990","Mideast","Islam Sunni","224,829,822","0.6653"
"1990","Mideast","Islam Shi’a","73,787,108","0.2183"
"1990","Mideast","Islam Ibadhi","1,095,087","0.0032"
"1990","Mideast","Islam Nation of Islam","0","0"
"1990","Mideast","Islam Alawite","9,123,315","0.027"
"1990","Mideast","Islam Ahmadiyya","0","0"
"1990","Mideast","Islam Other","120,000","0.0004"
"1990","Mideast","Islam Total","308,955,332","0.9142"
"1990","Mideast","Buddhism Mahayana","0","0"
"1990","Mideast","Buddhism Theravada","0","0"
"1990","Mideast","Buddhism Other","114,686","0.0003"
"1990","Mideast","Buddhism Total","114,686","0.0003"
"1990","Mideast","Zoroastrian Total","500,030","0.0015"
"1990","Mideast","Hindu Total","318,199","0.0009"
"1990","Mideast","Sikh Total","48,899","0.0001"
"1990","Mideast","Shinto Total","0","0"
"1990","Mideast","Baha’i Total","224,304","0.0007"
"1990","Mideast","Taoism Total","0","0"
"1990","Mideast","Confucianism Total","0","0"
"1990","Mideast","Jain Total","0","0"
"1990","Mideast","Syncretic Religions Total","28,966","0.0001"
"1990","Mideast","Animist Religions Total","3,276,509","0.0097"
"1990","Mideast","Non. Religious Total","1,641,499","0.0049"
"1990","Mideast","Other Religions Total","3,027,037","0.009"
"1990","Mideast","Sum of Religion Adherents","336,312,501","0.9951"
"1990","Mideast","Total Population","337,954,000","1"
"1990","Mideast","worldpop","5,313,000,000","0.0636"
"1990","West. Hem","Christianity Protestants","164,839,479","0.2331"
"1990","West. Hem","Christianity Roman Catholics","452,042,394","0.6393"
"1990","West. Hem","Christianity Eastern Orthodox","7,536,184","0.0107"
"1990","West. Hem","Christianity Anglican","8,081,365","0.0114"
"1990","West. Hem","Christianity Others","10,817,553","0.0153"
"1990","West. Hem","Christianity Total","643,316,975","0.9098"
"1990","West. Hem","Judaism Orthodox","1,045,005","0.0015"
"1990","West. Hem","Judaism Conservatives","1,742,000","0.0025"
"1990","West. Hem","Judaism Reform","2,310,987","0.0033"
"1990","West. Hem","Judaism Others","1,684,106","0.0024"
"1990","West. Hem","Judaism Total","6,782,098","0.0096"
"1990","West. Hem","Islam Sunni","2,244,386","0.0032"
"1990","West. Hem","Islam Shi’a","300,371","0.0004"
"1990","West. Hem","Islam Ibadhi","0","0"
"1990","West. Hem","Islam Nation of Islam","0","0"
"1990","West. Hem","Islam Alawite","0","0"
"1990","West. Hem","Islam Ahmadiyya","0","0"
"1990","West. Hem","Islam Other","339,500","0.0005"
"1990","West. Hem","Islam Total","2,884,257","0.0041"
"1990","West. Hem","Buddhism Mahayana","0","0"
"1990","West. Hem","Buddhism Theravada","0","0"
"1990","West. Hem","Buddhism Other","2,373,664","0.0034"
"1990","West. Hem","Buddhism Total","2,373,664","0.0034"
"1990","West. Hem","Zoroastrian Total","62,501","0.0001"
"1990","West. Hem","Hindu Total","1,205,851","0.0017"
"1990","West. Hem","Sikh Total","258,517","0.0004"
"1990","West. Hem","Shinto Total","61,724","0.0001"
"1990","West. Hem","Baha’i Total","1,288,261","0.0018"
"1990","West. Hem","Taoism Total","423,888","0.0006"
"1990","West. Hem","Confucianism Total","6,410","0"
"1990","West. Hem","Jain Total","0","0"
"1990","West. Hem","Syncretic Religions Total","9,701,954","0.0137"
"1990","West. Hem","Animist Religions Total","652,668","0.0009"
"1990","West. Hem","Non. Religious Total","36,292,691","0.0513"
"1990","West. Hem","Other Religions Total","10,963,922","0.0155"
"1990","West. Hem","Sum of Religion Adherents","679,982,690","0.9616"
"1990","West. Hem","Total Population","707,106,969","1.013"
"1990","West. Hem","worldpop","5,313,000,000","0.1331"
"1995","Africa","Christianity Protestants","79,905,787","0.1413"
"1995","Africa","Christianity Roman Catholics","105,118,187","0.1858"
"1995","Africa","Christianity Eastern Orthodox","24,093,088","0.0426"
"1995","Africa","Christianity Anglican","29,167,586","0.0516"
"1995","Africa","Christianity Others","76,505,476","0.1353"
"1995","Africa","Christianity Total","314,790,124","0.5565"
"1995","Africa","Judaism Orthodox","0","0"
"1995","Africa","Judaism Conservatives","0","0"
"1995","Africa","Judaism Reform","0","0"
"1995","Africa","Judaism Others","121,360","0.0002"
"1995","Africa","Judaism Total","121,360","0.0002"
"1995","Africa","Islam Sunni","20,999,665","0.0371"
"1995","Africa","Islam Shi’a","100,790","0.0002"
"1995","Africa","Islam Ibadhi","0","0"
"1995","Africa","Islam Nation of Islam","0","0"
"1995","Africa","Islam Alawite","0","0"
"1995","Africa","Islam Ahmadiyya","0","0"
"1995","Africa","Islam Other","142,495,298","0.2519"
"1995","Africa","Islam Total","163,595,753","0.2892"
"1995","Africa","Buddhism Mahayana","0","0"
"1995","Africa","Buddhism Theravada","0","0"
"1995","Africa","Buddhism Other","66,300","0.0001"
"1995","Africa","Buddhism Total","66,300","0.0001"
"1995","Africa","Zoroastrian Total","782","0"
"1995","Africa","Hindu Total","1,317,227","0.0023"
"1995","Africa","Sikh Total","40,993","0.0001"
"1995","Africa","Shinto Total","0","0"
"1995","Africa","Baha’i Total","1,246,159","0.0022"
"1995","Africa","Taoism Total","0","0"
"1995","Africa","Confucianism Total","61,627","0.0001"
"1995","Africa","Jain Total","0","0"
"1995","Africa","Syncretic Religions Total","48,635","0.0001"
"1995","Africa","Animist Religions Total","74,918,182","0.1324"
"1995","Africa","Non. Religious Total","5,092,209","0.009"
"1995","Africa","Other Religions Total","4,358,649","0.0077"
"1995","Africa","Sum of Religion Adherents","560,565,791","0.991"
"1995","Africa","Total Population","565,658,000","1"
"1995","Africa","worldpop","5,670,000,000","0.0998"
"1995","Asia","Christianity Protestants","66,184,385","0.0205"
"1995","Asia","Christianity Roman Catholics","109,255,711","0.0338"
"1995","Asia","Christianity Eastern Orthodox","11,265,805","0.0035"
"1995","Asia","Christianity Anglican","5,317,003","0.0016"
"1995","Asia","Christianity Others","67,756,209","0.021"
"1995","Asia","Christianity Total","259,779,112","0.0805"
"1995","Asia","Judaism Orthodox","0","0"
"1995","Asia","Judaism Conservatives","0","0"
"1995","Asia","Judaism Reform","0","0"
"1995","Asia","Judaism Others","195,111","0.0001"
"1995","Asia","Judaism Total","195,111","0.0001"
"1995","Asia","Islam Sunni","445,529,796","0.138"
"1995","Asia","Islam Shi’a","25,290,656","0.0078"
"1995","Asia","Islam Ibadhi","0","0"
"1995","Asia","Islam Nation of Islam","0","0"
"1995","Asia","Islam Alawite","0","0"
"1995","Asia","Islam Ahmadiyya","200,000","0.0001"
"1995","Asia","Islam Other","135,147,937","0.0419"
"1995","Asia","Islam Total","606,168,389","0.1878"
"1995","Asia","Buddhism Mahayana","0","0"
"1995","Asia","Buddhism Theravada","41,223,800","0.0128"
"1995","Asia","Buddhism Other","366,985,753","0.1137"
"1995","Asia","Buddhism Total","408,209,553","0.1264"
"1995","Asia","Zoroastrian Total","247,242","0.0001"
"1995","Asia","Hindu Total","717,365,785","0.2222"
"1995","Asia","Sikh Total","18,492,938","0.0057"
"1995","Asia","Shinto Total","96,076,062","0.0298"
"1995","Asia","Baha’i Total","2,435,313","0.0008"
"1995","Asia","Taoism Total","6,283,673","0.0019"
"1995","Asia","Confucianism Total","4,014,448","0.0012"
"1995","Asia","Jain Total","1,223,947","0.0004"
"1995","Asia","Syncretic Religions Total","492,135,244","0.1524"
"1995","Asia","Animist Religions Total","112,240,465","0.0348"
"1995","Asia","Non. Religious Total","574,222,830","0.1779"
"1995","Asia","Other Religions Total","11,549,727","0.0036"
"1995","Asia","Sum of Religion Adherents","2,736,417,009","0.8476"
"1995","Asia","Total Population","3,228,425,512","1.0255"
"1995","Asia","worldpop","5,670,000,000","0.5694"
"1995","Europe","Christianity Protestants","70,685,728","0.0948"
"1995","Europe","Christianity Roman Catholics","258,950,188","0.3471"
"1995","Europe","Christianity Eastern Orthodox","131,764,854","0.1766"
"1995","Europe","Christianity Anglican","26,230,600","0.0352"
"1995","Europe","Christianity Others","24,375,882","0.0327"
"1995","Europe","Christianity Total","512,007,252","0.6864"
"1995","Europe","Judaism Orthodox","0","0"
"1995","Europe","Judaism Conservatives","0","0"
"1995","Europe","Judaism Reform","0","0"
"1995","Europe","Judaism Others","2,565,349","0.0034"
"1995","Europe","Judaism Total","2,565,349","0.0034"
"1995","Europe","Islam Sunni","3,784,461","0.0051"
"1995","Europe","Islam Shi’a","4,747,438","0.0064"
"1995","Europe","Islam Ibadhi","0","0"
"1995","Europe","Islam Nation of Islam","0","0"
"1995","Europe","Islam Alawite","0","0"
"1995","Europe","Islam Ahmadiyya","0","0"
"1995","Europe","Islam Other","33,010,394","0.0443"
"1995","Europe","Islam Total","41,542,293","0.0557"
"1995","Europe","Buddhism Mahayana","0","0"
"1995","Europe","Buddhism Theravada","0","0"
"1995","Europe","Buddhism Other","1,497,063","0.002"
"1995","Europe","Buddhism Total","1,497,063","0.002"
"1995","Europe","Zoroastrian Total","731","0"
"1995","Europe","Hindu Total","699,215","0.0009"
"1995","Europe","Sikh Total","294,718","0.0004"
"1995","Europe","Shinto Total","0","0"
"1995","Europe","Baha’i Total","129,783","0.0002"
"1995","Europe","Taoism Total","0","0"
"1995","Europe","Confucianism Total","13,413","0"
"1995","Europe","Jain Total","9,562","0"
"1995","Europe","Syncretic Religions Total","302,461","0.0004"
"1995","Europe","Animist Religions Total","1,232,015","0.0017"
"1995","Europe","Non. Religious Total","176,181,859","0.2362"
"1995","Europe","Other Religions Total","9,476,286","0.0127"
"1995","Europe","Sum of Religion Adherents","569,770,141","0.7638"
"1995","Europe","Total Population","745,952,000","1"
"1995","Europe","worldpop","5,670,000,000","0.1316"
"1995","Mideast","Christianity Protestants","1,011,208","0.0027"
"1995","Mideast","Christianity Roman Catholics","5,202,572","0.0139"
"1995","Mideast","Christianity Eastern Orthodox","8,372,389","0.0224"
"1995","Mideast","Christianity Anglican","417,230","0.0011"
"1995","Mideast","Christianity Others","2,020,163","0.0054"
"1995","Mideast","Christianity Total","17,023,562","0.0455"
"1995","Mideast","Judaism Orthodox","4,140,045","0.0111"
"1995","Mideast","Judaism Conservatives","227,475","0.0006"
"1995","Mideast","Judaism Reform","181,980","0.0005"
"1995","Mideast","Judaism Others","88,874","0.0002"
"1995","Mideast","Judaism Total","4,638,374","0.0124"
"1995","Mideast","Islam Sunni","241,259,390","0.6449"
"1995","Mideast","Islam Shi’a","86,131,745","0.2302"
"1995","Mideast","Islam Ibadhi","1,229,556","0.0033"
"1995","Mideast","Islam Nation of Islam","0","0"
"1995","Mideast","Islam Alawite","11,824,580","0.0316"
"1995","Mideast","Islam Ahmadiyya","0","0"
"1995","Mideast","Islam Other","250,400","0.0007"
"1995","Mideast","Islam Total","340,695,671","0.9107"
"1995","Mideast","Buddhism Mahayana","0","0"
"1995","Mideast","Buddhism Theravada","0","0"
"1995","Mideast","Buddhism Other","0","0"
"1995","Mideast","Buddhism Total","0","0"
"1995","Mideast","Zoroastrian Total","472,500","0.0013"
"1995","Mideast","Hindu Total","4,791","0"
"1995","Mideast","Sikh Total","1,166","0"
"1995","Mideast","Shinto Total","0","0"
"1995","Mideast","Baha’i Total","278,675","0.0007"
"1995","Mideast","Taoism Total","0","0"
"1995","Mideast","Confucianism Total","0","0"
"1995","Mideast","Jain Total","0","0"
"1995","Mideast","Syncretic Religions Total","0","0"
"1995","Mideast","Animist Religions Total","3,534,249","0.0094"
"1995","Mideast","Non. Religious Total","323,129","0.0009"
"1995","Mideast","Other Religions Total","7,143,883","0.0191"
"1995","Mideast","Sum of Religion Adherents","373,792,871","0.9991"
"1995","Mideast","Total Population","374,116,000","1"
"1995","Mideast","worldpop","5,670,000,000","0.066"
"1995","West. Hem","Christianity Protestants","167,722,189","0.2222"
"1995","West. Hem","Christianity Roman Catholics","484,088,201","0.6412"
"1995","West. Hem","Christianity Eastern Orthodox","7,364,578","0.0098"
"1995","West. Hem","Christianity Anglican","7,948,471","0.0105"
"1995","West. Hem","Christianity Others","14,691,480","0.0195"
"1995","West. Hem","Christianity Total","681,814,919","0.9031"
"1995","West. Hem","Judaism Orthodox","1,003,301","0.0013"
"1995","West. Hem","Judaism Conservatives","1,672,940","0.0022"
"1995","West. Hem","Judaism Reform","2,210,662","0.0029"
"1995","West. Hem","Judaism Others","1,665,209","0.0022"
"1995","West. Hem","Judaism Total","6,552,112","0.0087"
"1995","West. Hem","Islam Sunni","2,246,832","0.003"
"1995","West. Hem","Islam Shi’a","303,545","0.0004"
"1995","West. Hem","Islam Ibadhi","0","0"
"1995","West. Hem","Islam Nation of Islam","0","0"
"1995","West. Hem","Islam Alawite","0","0"
"1995","West. Hem","Islam Ahmadiyya","0","0"
"1995","West. Hem","Islam Other","438,123","0.0006"
"1995","West. Hem","Islam Total","2,988,500","0.004"
"1995","West. Hem","Buddhism Mahayana","0","0"
"1995","West. Hem","Buddhism Theravada","0","0"
"1995","West. Hem","Buddhism Other","2,182,414","0.0029"
"1995","West. Hem","Buddhism Total","2,182,414","0.0029"
"1995","West. Hem","Zoroastrian Total","765,727","0.001"
"1995","West. Hem","Hindu Total","1,481,887","0.002"
"1995","West. Hem","Sikh Total","245,269","0.0003"
"1995","West. Hem","Shinto Total","60,945","0.0001"
"1995","West. Hem","Baha’i Total","757,649","0.001"
"1995","West. Hem","Taoism Total","237,633","0.0003"
"1995","West. Hem","Confucianism Total","6,684","0"
"1995","West. Hem","Jain Total","40,478","0.0001"
"1995","West. Hem","Syncretic Religions Total","10,533,280","0.014"
"1995","West. Hem","Animist Religions Total","981,414","0.0013"
"1995","West. Hem","Non. Religious Total","46,460,699","0.0615"
"1995","West. Hem","Other Religions Total","9,375,141","0.0124"
"1995","West. Hem","Sum of Religion Adherents","718,024,052","0.951"
"1995","West. Hem","Total Population","754,990,021","1.0126"
"1995","West. Hem","worldpop","5,670,000,000","0.1332"
"2000","Africa","Christianity Protestants","93,403,462","0.1509"
"2000","Africa","Christianity Roman Catholics","119,734,890","0.1934"
"2000","Africa","Christianity Eastern Orthodox","28,207,100","0.0456"
"2000","Africa","Christianity Anglican","32,521,170","0.0525"
"2000","Africa","Christianity Others","62,890,027","0.1016"
"2000","Africa","Christianity Total","336,756,649","0.5441"
"2000","Africa","Judaism Orthodox","0","0"
"2000","Africa","Judaism Conservatives","0","0"
"2000","Africa","Judaism Reform","0","0"
"2000","Africa","Judaism Others","104,482","0.0002"
"2000","Africa","Judaism Total","104,482","0.0002"
"2000","Africa","Islam Sunni","178,749,834","0.2888"
"2000","Africa","Islam Shi’a","9,545,726","0.0154"
"2000","Africa","Islam Ibadhi","0","0"
"2000","Africa","Islam Nation of Islam","0","0"
"2000","Africa","Islam Alawite","0","0"
"2000","Africa","Islam Ahmadiyya","0","0"
"2000","Africa","Islam Other","207,762","0.0003"
"2000","Africa","Islam Total","188,503,322","0.3045"
"2000","Africa","Buddhism Mahayana","0","0"
"2000","Africa","Buddhism Theravada","0","0"
"2000","Africa","Buddhism Other","142,869","0.0002"
"2000","Africa","Buddhism Total","142,869","0.0002"
"2000","Africa","Zoroastrian Total","845","0"
"2000","Africa","Hindu Total","1,902,086","0.0031"
"2000","Africa","Sikh Total","53,080","0.0001"
"2000","Africa","Shinto Total","0","0"
"2000","Africa","Baha’i Total","1,083,236","0.0018"
"2000","Africa","Taoism Total","0","0"
"2000","Africa","Confucianism Total","69,013","0.0001"
"2000","Africa","Jain Total","0","0"
"2000","Africa","Syncretic Religions Total","77,232","0.0001"
"2000","Africa","Animist Religions Total","78,607,573","0.127"
