"year","country","category","Number of people","Percentage"
"1985","Iraq","Islam Shi’a","9818479","0.6300"
"1985","Iraq","Islam Ibadhi","0","0.0000"
"1985","Iraq","Islam Nation of Islam","0","0.0000"
"1985","Iraq","Islam Alawite","0","0.0000"
"1985","Iraq","Islam Ahmadiyya","0","0.0000"
"1985","Iraq","Islam Other","0","0.0000"
"1985","Iraq","Islam Total","15273189","0.9800"
"1985","Iraq","Buddhism Mahayana","0","0.0000"
"1985","Iraq","Buddhism Theravada","0","0.0000"
"1985","Iraq","Buddhism Other","0","0.0000"
"1985","Iraq","Buddhism Total","0","0.0000"
"1985","Iraq","Zoroastrian Total","0","0.0000"
"1985","Iraq","Hindu Total","0","0.0000"
"1985","Iraq","Sikh Total","0","0.0000"
"1985","Iraq","Shinto Total","0","0.0000"
"1985","Iraq","Baha’i Total","0","0.0000"
"1985","Iraq","Taoism Total","0","0.0000"
"1985","Iraq","Confucianism Total","0","0.0000"
"1985","Iraq","Jain Total","0","0.0000"
"1985","Iraq","Syncretic Religions Total","0","0.0000"
"1985","Iraq","Animist Religions Total","0","0.0000"
"1985","Iraq","Non. Religious Total","0","0.0000"
"1985","Iraq","Other Religions Total","186811","0.0120"
"1985","Iraq","Sum of Religion Adherents","15398189","0.9880"
"1985","Iraq","Total Population","15585000","1.0000"
"1990","Iraq","Christianity Protestants","1150","0.0001"
"1990","Iraq","Christianity Roman Catholics","272000","0.0150"
"1990","Iraq","Christianity Eastern Orthodox","125000","0.0069"
"1990","Iraq","Christianity Anglican","200","0.0000"
"1990","Iraq","Christianity Others","0","0.0000"
"1990","Iraq","Christianity Total","398350","0.0220"
"1990","Iraq","Judaism Orthodox","0","0.0000"
"1990","Iraq","Judaism Conservatives","0","0.0000"
"1990","Iraq","Judaism Reform","0","0.0000"
"1990","Iraq","Judaism Others","180","0.0000"
"1990","Iraq","Judaism Total","180","0.0000"
"1990","Iraq","Islam Sunni","6508080","0.3600"
"1990","Iraq","Islam Shi’a","10846800","0.6000"
"1990","Iraq","Islam Ibadhi","0","0.0000"
"1990","Iraq","Islam Nation of Islam","0","0.0000"
"1990","Iraq","Islam Alawite","0","0.0000"
"1990","Iraq","Islam Ahmadiyya","0","0.0000"
"1990","Iraq","Islam Other","0","0.0000"
"1990","Iraq","Islam Total","17354880","0.9600"
"1990","Iraq","Buddhism Mahayana","0","0.0000"
"1990","Iraq","Buddhism Theravada","0","0.0000"
"1990","Iraq","Buddhism Other","900","0.0000"
"1990","Iraq","Buddhism Total","900","0.0000"
"1990","Iraq","Zoroastrian Total","0","0.0000"
"1990","Iraq","Hindu Total","0","0.0000"
"1990","Iraq","Sikh Total","0","0.0000"
"1990","Iraq","Shinto Total","0","0.0000"
"1990","Iraq","Baha’i Total","2000","0.0001"
"1990","Iraq","Taoism Total","0","0.0000"
"1990","Iraq","Confucianism Total","0","0.0000"
"1990","Iraq","Jain Total","0","0.0000"
"1990","Iraq","Syncretic Religions Total","0","0.0000"
"1990","Iraq","Animist Religions Total","0","0.0000"
"1990","Iraq","Non. Religious Total","85000","0.0047"
"1990","Iraq","Other Religions Total","236690","0.0131"
"1990","Iraq","Sum of Religion Adherents","17841310","0.9869"
"1990","Iraq","Total Population","18078000","0.9999"
"1995","Iraq","Christianity Protestants","0","0.0000"
"1995","Iraq","Christianity Roman Catholics","231150","0.0115"
"1995","Iraq","Christianity Eastern Orthodox","69245","0.0034"
"1995","Iraq","Christianity Anglican","0","0.0000"
"1995","Iraq","Christianity Others","0","0.0000"
"1995","Iraq","Christianity Total","300395","0.0149"
"1995","Iraq","Judaism Orthodox","0","0.0000"
"1995","Iraq","Judaism Conservatives","0","0.0000"
"1995","Iraq","Judaism Reform","0","0.0000"
"1995","Iraq","Judaism Others","0","0.0000"
"1995","Iraq","Judaism Total","0","0.0000"
"1995","Iraq","Islam Sunni","7033250","0.3500"
"1995","Iraq","Islam Shi’a","12659850","0.6300"
"1995","Iraq","Islam Ibadhi","0","0.0000"
"1995","Iraq","Islam Nation of Islam","0","0.0000"
"1995","Iraq","Islam Alawite","0","0.0000"
"1995","Iraq","Islam Ahmadiyya","0","0.0000"
"1995","Iraq","Islam Other","0","0.0000"
"1995","Iraq","Islam Total","19693100","0.9800"
"1995","Iraq","Buddhism Mahayana","0","0.0000"
"1995","Iraq","Buddhism Theravada","0","0.0000"
"1995","Iraq","Buddhism Other","0","0.0000"
"1995","Iraq","Buddhism Total","0","0.0000"
"1995","Iraq","Zoroastrian Total","0","0.0000"
"1995","Iraq","Hindu Total","0","0.0000"
"1995","Iraq","Sikh Total","0","0.0000"
"1995","Iraq","Shinto Total","0","0.0000"
"1995","Iraq","Baha’i Total","0","0.0000"
"1995","Iraq","Taoism Total","0","0.0000"
"1995","Iraq","Confucianism Total","0","0.0000"
"1995","Iraq","Jain Total","0","0.0000"
"1995","Iraq","Syncretic Religions Total","0","0.0000"
"1995","Iraq","Animist Religions Total","0","0.0000"
"1995","Iraq","Non. Religious Total","0","0.0000"
"1995","Iraq","Other Religions Total","101505","0.0051"
"1995","Iraq","Sum of Religion Adherents","19993495","0.9949"
"1995","Iraq","Total Population","20095000","1.0000"
"2000","Iraq","Christianity Protestants","0","0.0000"
"2000","Iraq","Christianity Roman Catholics","235000","0.0102"
"2000","Iraq","Christianity Eastern Orthodox","198000","0.0086"
"2000","Iraq","Christianity Anglican","0","0.0000"
"2000","Iraq","Christianity Others","0","0.0000"
"2000","Iraq","Christianity Total","433000","0.0187"
"2000","Iraq","Judaism Orthodox","0","0.0000"
"2000","Iraq","Judaism Conservatives","0","0.0000"
"2000","Iraq","Judaism Reform","0","0.0000"
"2000","Iraq","Judaism Others","0","0.0000"
"2000","Iraq","Judaism Total","0","0.0000"
"2000","Iraq","Islam Sunni","7396800","0.3200"
"2000","Iraq","Islam Shi’a","14562450","0.6300"
"2000","Iraq","Islam Ibadhi","0","0.0000"
"2000","Iraq","Islam Nation of Islam","0","0.0000"
"2000","Iraq","Islam Alawite","0","0.0000"
"2000","Iraq","Islam Ahmadiyya","0","0.0000"
"2000","Iraq","Islam Other","0","0.0000"
"2000","Iraq","Islam Total","21959250","0.9500"
"2000","Iraq","Buddhism Mahayana","0","0.0000"
"2000","Iraq","Buddhism Theravada","0","0.0000"
"2000","Iraq","Buddhism Other","0","0.0000"
"2000","Iraq","Buddhism Total","0","0.0000"
"2000","Iraq","Zoroastrian Total","0","0.0000"
"2000","Iraq","Hindu Total","0","0.0000"
"2000","Iraq","Sikh Total","0","0.0000"
"2000","Iraq","Shinto Total","0","0.0000"
"2000","Iraq","Baha’i Total","0","0.0000"
"2000","Iraq","Taoism Total","0","0.0000"
"2000","Iraq","Confucianism Total","0","0.0000"
"2000","Iraq","Jain Total","0","0.0000"
"2000","Iraq","Syncretic Religions Total","0","0.0000"
"2000","Iraq","Animist Religions Total","0","0.0000"
"2000","Iraq","Non. Religious Total","462300","0.0200"
"2000","Iraq","Other Religions Total","260450","0.0113"
"2000","Iraq","Sum of Religion Adherents","22854550","0.9887"
"2000","Iraq","Total Population","23115000","1.0000"
"2005","Iraq","Christianity Protestants","0","0.0000"
"2005","Iraq","Christianity Roman Catholics","279630","0.0100"
"2005","Iraq","Christianity Eastern Orthodox","279630","0.0100"
"2005","Iraq","Christianity Anglican","0","0.0000"
"2005","Iraq","Christianity Others","0","0.0000"
"2005","Iraq","Christianity Total","559260","0.0200"
"2005","Iraq","Judaism Orthodox","0","0.0000"
"2005","Iraq","Judaism Conservatives","0","0.0000"
"2005","Iraq","Judaism Reform","0","0.0000"
"2005","Iraq","Judaism Others","0","0.0000"
"2005","Iraq","Judaism Total","0","0.0000"
"2005","Iraq","Islam Sunni","9507420","0.3400"
"2005","Iraq","Islam Shi’a","17476875","0.6250"
"2005","Iraq","Islam Ibadhi","0","0.0000"
"2005","Iraq","Islam Nation of Islam","0","0.0000"
"2005","Iraq","Islam Alawite","0","0.0000"
"2005","Iraq","Islam Ahmadiyya","0","0.0000"
"2005","Iraq","Islam Other","0","0.0000"
"2005","Iraq","Islam Total","26984295","0.9650"
"2005","Iraq","Buddhism Mahayana","0","0.0000"
"2005","Iraq","Buddhism Theravada","0","0.0000"
"2005","Iraq","Buddhism Other","0","0.0000"
"2005","Iraq","Buddhism Total","0","0.0000"
"2005","Iraq","Zoroastrian Total","0","0.0000"
"2005","Iraq","Hindu Total","0","0.0000"
"2005","Iraq","Sikh Total","0","0.0000"
"2005","Iraq","Shinto Total","0","0.0000"
"2005","Iraq","Baha’i Total","0","0.0000"
"2005","Iraq","Taoism Total","0","0.0000"
"2005","Iraq","Confucianism Total","0","0.0000"
"2005","Iraq","Jain Total","0","0.0000"
"2005","Iraq","Syncretic Religions Total","0","0.0000"
"2005","Iraq","Animist Religions Total","0","0.0000"
"2005","Iraq","Non. Religious Total","279630","0.0100"
"2005","Iraq","Other Religions Total","139815","0.0050"
"2005","Iraq","Sum of Religion Adherents","27823185","0.9950"
"2005","Iraq","Total Population","27963000","1.0000"
"2010","Iraq","Christianity Protestants","0","0.0000"
"2010","Iraq","Christianity Roman Catholics","265000","0.0083"
"2010","Iraq","Christianity Eastern Orthodox","335000","0.0105"
"2010","Iraq","Christianity Anglican","0","0.0000"
"2010","Iraq","Christianity Others","0","0.0000"
"2010","Iraq","Christianity Total","600000","0.0189"
"2010","Iraq","Judaism Orthodox","0","0.0000"
"2010","Iraq","Judaism Conservatives","0","0.0000"
"2010","Iraq","Judaism Reform","0","0.0000"
"2010","Iraq","Judaism Others","0","0.0000"
"2010","Iraq","Judaism Total","0","0.0000"
"2010","Iraq","Islam Sunni","10335000","0.3250"
"2010","Iraq","Islam Shi’a","19875000","0.6250"
"2010","Iraq","Islam Ibadhi","0","0.0000"
"2010","Iraq","Islam Nation of Islam","0","0.0000"
"2010","Iraq","Islam Alawite","0","0.0000"
"2010","Iraq","Islam Ahmadiyya","0","0.0000"
"2010","Iraq","Islam Other","0","0.0000"
"2010","Iraq","Islam Total","30210000","0.9500"
"2010","Iraq","Buddhism Mahayana","0","0.0000"
"2010","Iraq","Buddhism Theravada","0","0.0000"
"2010","Iraq","Buddhism Other","0","0.0000"
"2010","Iraq","Buddhism Total","0","0.0000"
"2010","Iraq","Zoroastrian Total","0","0.0000"
"2010","Iraq","Hindu Total","0","0.0000"
"2010","Iraq","Sikh Total","0","0.0000"
"2010","Iraq","Shinto Total","0","0.0000"
"2010","Iraq","Baha’i Total","0","0.0000"
"2010","Iraq","Taoism Total","0","0.0000"
"2010","Iraq","Confucianism Total","0","0.0000"
"2010","Iraq","Jain Total","0","0.0000"
"2010","Iraq","Syncretic Religions Total","0","0.0000"
"2010","Iraq","Animist Religions Total","0","0.0000"
"2010","Iraq","Non. Religious Total","350000","0.0110"
"2010","Iraq","Other Religions Total","640000","0.0201"
"2010","Iraq","Sum of Religion Adherents","31160000","0.9799"
"2010","Iraq","Total Population","31800000","1.0000"
"1945","Egypt","Christianity Protestants","63560","0.0034"
"1945","Egypt","Christianity Roman Catholics","163560","0.0089"
"1945","Egypt","Christianity Eastern Orthodox","2661400","0.1442"
"1945","Egypt","Christianity Anglican","0","0.0000"
"1945","Egypt","Christianity Others","0","0.0000"
"1945","Egypt","Christianity Total","2888520","0.1565"
"1945","Egypt","Judaism Orthodox","0","0.0000"
"1945","Egypt","Judaism Conservatives","0","0.0000"
"1945","Egypt","Judaism Reform","0","0.0000"
"1945","Egypt","Judaism Others","43159","0.0023"
"1945","Egypt","Judaism Total","43159","0.0023"
"1945","Egypt","Islam Sunni","15428230","0.8358"
"1945","Egypt","Islam Shi’a","0","0.0000"
"1945","Egypt","Islam Ibadhi","0","0.0000"
"1945","Egypt","Islam Nation of Islam","0","0.0000"
"1945","Egypt","Islam Alawite","0","0.0000"
"1945","Egypt","Islam Ahmadiyya","0","0.0000"
"1945","Egypt","Islam Other","0","0.0000"
"1945","Egypt","Islam Total","15428230","0.8358"
"1945","Egypt","Buddhism Mahayana","0","0.0000"
"1945","Egypt","Buddhism Theravada","0","0.0000"
"1945","Egypt","Buddhism Other","0","0.0000"
"1945","Egypt","Buddhism Total","0","0.0000"
"1945","Egypt","Zoroastrian Total","0","0.0000"
"1945","Egypt","Hindu Total","0","0.0000"
"1945","Egypt","Sikh Total","0","0.0000"
"1945","Egypt","Shinto Total","0","0.0000"
"1945","Egypt","Baha’i Total","0","0.0000"
"1945","Egypt","Taoism Total","0","0.0000"
"1945","Egypt","Confucianism Total","0","0.0000"
"1945","Egypt","Jain Total","0","0.0000"
"1945","Egypt","Syncretic Religions Total","0","0.0000"
"1945","Egypt","Animist Religions Total","0","0.0000"
"1945","Egypt","Non. Religious Total","0","0.0000"
"1945","Egypt","Other Religions Total","100091","0.0054"
"1945","Egypt","Sum of Religion Adherents","18359909","0.9946"
"1945","Egypt","Total Population","18460000","1.0000"
"1950","Egypt","Christianity Protestants","0","0.0000"
"1950","Egypt","Christianity Roman Catholics","204610","0.0100"
"1950","Egypt","Christianity Eastern Orthodox","3078370","0.1505"
"1950","Egypt","Christianity Anglican","0","0.0000"
"1950","Egypt","Christianity Others","0","0.0000"
"1950","Egypt","Christianity Total","3282980","0.1605"
"1950","Egypt","Judaism Orthodox","0","0.0000"
"1950","Egypt","Judaism Conservatives","0","0.0000"
"1950","Egypt","Judaism Reform","0","0.0000"
"1950","Egypt","Judaism Others","80180","0.0039"
"1950","Egypt","Judaism Total","80180","0.0039"
"1950","Egypt","Islam Sunni","16778020","0.8200"
"1950","Egypt","Islam Shi’a","0","0.0000"
"1950","Egypt","Islam Ibadhi","0","0.0000"
"1950","Egypt","Islam Nation of Islam","0","0.0000"
"1950","Egypt","Islam Alawite","0","0.0000"
"1950","Egypt","Islam Ahmadiyya","0","0.0000"
"1950","Egypt","Islam Other","0","0.0000"
"1950","Egypt","Islam Total","16778020","0.8200"
"1950","Egypt","Buddhism Mahayana","0","0.0000"
"1950","Egypt","Buddhism Theravada","0","0.0000"
"1950","Egypt","Buddhism Other","0","0.0000"
"1950","Egypt","Buddhism Total","0","0.0000"
"1950","Egypt","Zoroastrian Total","0","0.0000"
"1950","Egypt","Hindu Total","0","0.0000"
"1950","Egypt","Sikh Total","0","0.0000"
"1950","Egypt","Shinto Total","0","0.0000"
"1950","Egypt","Baha’i Total","0","0.0000"
"1950","Egypt","Taoism Total","0","0.0000"
"1950","Egypt","Confucianism Total","0","0.0000"
"1950","Egypt","Jain Total","0","0.0000"
"1950","Egypt","Syncretic Religions Total","0","0.0000"
"1950","Egypt","Animist Religions Total","0","0.0000"
"1950","Egypt","Non. Religious Total","0","0.0000"
"1950","Egypt","Other Religions Total","319820","0.0156"
"1950","Egypt","Sum of Religion Adherents","20141180","0.9844"
"1950","Egypt","Total Population","20461000","1.0000"
"1955","Egypt","Christianity Protestants","0","0.0000"
"1955","Egypt","Christianity Roman Catholics","177305","0.0077"
"1955","Egypt","Christianity Eastern Orthodox","2215435","0.0964"
"1955","Egypt","Christianity Anglican","0","0.0000"
"1955","Egypt","Christianity Others","476250","0.0207"
"1955","Egypt","Christianity Total","2868990","0.1248"
"1955","Egypt","Judaism Orthodox","0","0.0000"
"1955","Egypt","Judaism Conservatives","0","0.0000"
"1955","Egypt","Judaism Reform","0","0.0000"
"1955","Egypt","Judaism Others","40090","0.0017"
"1955","Egypt","Judaism Total","40090","0.0017"
"1955","Egypt","Islam Sunni","20039010","0.8716"
"1955","Egypt","Islam Shi’a","0","0.0000"
"1955","Egypt","Islam Ibadhi","0","0.0000"
"1955","Egypt","Islam Nation of Islam","0","0.0000"
"1955","Egypt","Islam Alawite","0","0.0000"
"1955","Egypt","Islam Ahmadiyya","0","0.0000"
"1955","Egypt","Islam Other","0","0.0000"
"1955","Egypt","Islam Total","20039010","0.8716"
"1955","Egypt","Buddhism Mahayana","0","0.0000"
"1955","Egypt","Buddhism Theravada","0","0.0000"
"1955","Egypt","Buddhism Other","0","0.0000"
"1955","Egypt","Buddhism Total","0","0.0000"
"1955","Egypt","Zoroastrian Total","0","0.0000"
"1955","Egypt","Hindu Total","0","0.0000"
"1955","Egypt","Sikh Total","0","0.0000"
"1955","Egypt","Shinto Total","0","0.0000"
"1955","Egypt","Baha’i Total","0","0.0000"
"1955","Egypt","Taoism Total","0","0.0000"
"1955","Egypt","Confucianism Total","0","0.0000"
"1955","Egypt","Jain Total","0","0.0000"
"1955","Egypt","Syncretic Religions Total","0","0.0000"
"1955","Egypt","Animist Religions Total","0","0.0000"
"1955","Egypt","Non. Religious Total","0","0.0000"
"1955","Egypt","Other Religions Total","41910","0.0018"
"1955","Egypt","Sum of Religion Adherents","22948090","0.9982"
"1955","Egypt","Total Population","22990000","0.9999"
"1960","Egypt","Christianity Protestants","0","0.0000"
"1960","Egypt","Christianity Roman Catholics","150000","0.0058"
"1960","Egypt","Christianity Eastern Orthodox","1352500","0.0518"
"1960","Egypt","Christianity Anglican","0","0.0000"
"1960","Egypt","Christianity Others","952500","0.0365"
"1960","Egypt","Christianity Total","2455000","0.0941"
"1960","Egypt","Judaism Orthodox","0","0.0000"
"1960","Egypt","Judaism Conservatives","0","0.0000"
"1960","Egypt","Judaism Reform","0","0.0000"
"1960","Egypt","Judaism Others","0","0.0000"
"1960","Egypt","Judaism Total","0","0.0000"
"1960","Egypt","Islam Sunni","23300000","0.8932"
"1960","Egypt","Islam Shi’a","0","0.0000"
"1960","Egypt","Islam Ibadhi","0","0.0000"
"1960","Egypt","Islam Nation of Islam","0","0.0000"
"1960","Egypt","Islam Alawite","0","0.0000"
"1960","Egypt","Islam Ahmadiyya","0","0.0000"
"1960","Egypt","Islam Other","0","0.0000"
"1960","Egypt","Islam Total","23300000","0.8932"
"1960","Egypt","Buddhism Mahayana","0","0.0000"
"1960","Egypt","Buddhism Theravada","0","0.0000"
"1960","Egypt","Buddhism Other","0","0.0000"
"1960","Egypt","Buddhism Total","0","0.0000"
"1960","Egypt","Zoroastrian Total","0","0.0000"
"1960","Egypt","Hindu Total","0","0.0000"
"1960","Egypt","Sikh Total","0","0.0000"
"1960","Egypt","Shinto Total","0","0.0000"
"1960","Egypt","Baha’i Total","0","0.0000"
"1960","Egypt","Taoism Total","0","0.0000"
"1960","Egypt","Confucianism Total","0","0.0000"
"1960","Egypt","Jain Total","0","0.0000"
"1960","Egypt","Syncretic Religions Total","0","0.0000"
"1960","Egypt","Animist Religions Total","0","0.0000"
"1960","Egypt","Non. Religious Total","0","0.0000"
"1960","Egypt","Other Religions Total","330000","0.0127"
"1960","Egypt","Sum of Religion Adherents","25755000","0.9873"
"1960","Egypt","Total Population","26085000","1.0000"
"1965","Egypt","Christianity Protestants","0","0.0000"
"1965","Egypt","Christianity Roman Catholics","293890","0.0100"
"1965","Egypt","Christianity Eastern Orthodox","1704974","0.0580"
"1965","Egypt","Christianity Anglican","0","0.0000"
"1965","Egypt","Christianity Others","275000","0.0094"
"1965","Egypt","Christianity Total","2273864","0.0774"
"1965","Egypt","Judaism Orthodox","0","0.0000"
"1965","Egypt","Judaism Conservatives","0","0.0000"
"1965","Egypt","Judaism Reform","0","0.0000"
"1965","Egypt","Judaism Others","2484","0.0001"
"1965","Egypt","Judaism Total","2484","0.0001"
"1965","Egypt","Islam Sunni","27050000","0.9204"
"1965","Egypt","Islam Shi’a","0","0.0000"
"1965","Egypt","Islam Ibadhi","0","0.0000"
"1965","Egypt","Islam Nation of Islam","0","0.0000"
"1965","Egypt","Islam Alawite","0","0.0000"
"1965","Egypt","Islam Ahmadiyya","0","0.0000"
"1965","Egypt","Islam Other","0","0.0000"
"1965","Egypt","Islam Total","27050000","0.9204"
"1965","Egypt","Buddhism Mahayana","0","0.0000"
"1965","Egypt","Buddhism Theravada","0","0.0000"
"1965","Egypt","Buddhism Other","0","0.0000"
"1965","Egypt","Buddhism Total","0","0.0000"
"1965","Egypt","Zoroastrian Total","0","0.0000"
"1965","Egypt","Hindu Total","0","0.0000"
"1965","Egypt","Sikh Total","0","0.0000"
"1965","Egypt","Shinto Total","0","0.0000"
"1965","Egypt","Baha’i Total","0","0.0000"
"1965","Egypt","Taoism Total","0","0.0000"
"1965","Egypt","Confucianism Total","0","0.0000"
"1965","Egypt","Jain Total","0","0.0000"
"1965","Egypt","Syncretic Religions Total","0","0.0000"
"1965","Egypt","Animist Religions Total","0","0.0000"
"1965","Egypt","Non. Religious Total","0","0.0000"
"1965","Egypt","Other Religions Total","62652","0.0021"
"1965","Egypt","Sum of Religion Adherents","29326348","0.9979"
"1965","Egypt","Total Population","29389000","1.0000"
"1970","Egypt","Christianity Protestants","0","0.0000"
"1970","Egypt","Christianity Roman Catholics","120500","0.0036"
"1970","Egypt","Christianity Eastern Orthodox","2644240","0.0800"
"1970","Egypt","Christianity Anglican","0","0.0000"
"1970","Egypt","Christianity Others","1174765","0.0355"
"1970","Egypt","Christianity Total","3939505","0.1192"
"1970","Egypt","Judaism Orthodox","0","0.0000"
"1970","Egypt","Judaism Conservatives","0","0.0000"
"1970","Egypt","Judaism Reform","0","0.0000"
"1970","Egypt","Judaism Others","0","0.0000"
"1970","Egypt","Judaism Total","0","0.0000"
"1970","Egypt","Islam Sunni","28933990","0.8754"
"1970","Egypt","Islam Shi’a","0","0.0000"
"1970","Egypt","Islam Ibadhi","0","0.0000"
"1970","Egypt","Islam Nation of Islam","0","0.0000"
"1970","Egypt","Islam Alawite","0","0.0000"
"1970","Egypt","Islam Ahmadiyya","0","0.0000"
"1970","Egypt","Islam Other","0","0.0000"
"1970","Egypt","Islam Total","28933990","0.8754"
"1970","Egypt","Buddhism Mahayana","0","0.0000"
"1970","Egypt","Buddhism Theravada","0","0.0000"
"1970","Egypt","Buddhism Other","0","0.0000"
"1970","Egypt","Buddhism Total","0","0.0000"
"1970","Egypt","Zoroastrian Total","0","0.0000"
"1970","Egypt","Hindu Total","0","0.0000"
"1970","Egypt","Sikh Total","0","0.0000"
"1970","Egypt","Shinto Total","0","0.0000"
"1970","Egypt","Baha’i Total","0","0.0000"
"1970","Egypt","Taoism Total","0","0.0000"
"1970","Egypt","Confucianism Total","0","0.0000"
"1970","Egypt","Jain Total","0","0.0000"
"1970","Egypt","Syncretic Religions Total","0","0.0000"
"1970","Egypt","Animist Religions Total","0","0.0000"
"1970","Egypt","Non. Religious Total","0","0.0000"
"1970","Egypt","Other Religions Total","179505","0.0054"
"1970","Egypt","Sum of Religion Adherents","32873495","0.9946"
"1970","Egypt","Total Population","33053000","1.0000"
"1975","Egypt","Christianity Protestants","15000","0.0004"
"1975","Egypt","Christianity Roman Catholics","98000","0.0026"
"1975","Egypt","Christianity Eastern Orthodox","2362352","0.0639"
"1975","Egypt","Christianity Anglican","0","0.0000"
"1975","Egypt","Christianity Others","234953","0.0064"
"1975","Egypt","Christianity Total","2710305","0.0733"
"1975","Egypt","Judaism Orthodox","0","0.0000"
"1975","Egypt","Judaism Conservatives","0","0.0000"
"1975","Egypt","Judaism Reform","0","0.0000"
"1975","Egypt","Judaism Others","1304","0.0000"
"1975","Egypt","Judaism Total","1304","0.0000"
"1975","Egypt","Islam Sunni","34271694","0.9263"
"1975","Egypt","Islam Shi’a","0","0.0000"
"1975","Egypt","Islam Ibadhi","0","0.0000"
"1975","Egypt","Islam Nation of Islam","0","0.0000"
"1975","Egypt","Islam Alawite","0","0.0000"
"1975","Egypt","Islam Ahmadiyya","0","0.0000"
"1975","Egypt","Islam Other","0","0.0000"
"1975","Egypt","Islam Total","34271694","0.9263"
"1975","Egypt","Buddhism Mahayana","0","0.0000"
"1975","Egypt","Buddhism Theravada","0","0.0000"
"1975","Egypt","Buddhism Other","0","0.0000"
"1975","Egypt","Buddhism Total","0","0.0000"
"1975","Egypt","Zoroastrian Total","0","0.0000"
"1975","Egypt","Hindu Total","0","0.0000"
"1975","Egypt","Sikh Total","0","0.0000"
"1975","Egypt","Shinto Total","0","0.0000"
"1975","Egypt","Baha’i Total","0","0.0000"
"1975","Egypt","Taoism Total","0","0.0000"
"1975","Egypt","Confucianism Total","0","0.0000"
"1975","Egypt","Jain Total","0","0.0000"
"1975","Egypt","Syncretic Religions Total","0","0.0000"
"1975","Egypt","Animist Religions Total","0","0.0000"
"1975","Egypt","Non. Religious Total","0","0.0000"
"1975","Egypt","Other Religions Total","13697","0.0004"
"1975","Egypt","Sum of Religion Adherents","36983303","0.9996"
"1975","Egypt","Total Population","36997000","1.0000"
"1980","Egypt","Christianity Protestants","47610","0.0012"
"1980","Egypt","Christianity Roman Catholics","42500","0.0010"
"1980","Egypt","Christianity Eastern Orthodox","2341550","0.0577"
"1980","Egypt","Christianity Anglican","300","0.0000"
"1980","Egypt","Christianity Others","1818960","0.0448"
"1980","Egypt","Christianity Total","4250920","0.1048"
"1980","Egypt","Judaism Orthodox","0","0.0000"
"1980","Egypt","Judaism Conservatives","0","0.0000"
"1980","Egypt","Judaism Reform","0","0.0000"
"1980","Egypt","Judaism Others","300","0.0000"
"1980","Egypt","Judaism Total","300","0.0000"
"1980","Egypt","Islam Sunni","35387100","0.8721"
"1980","Egypt","Islam Shi’a","0","0.0000"
"1980","Egypt","Islam Ibadhi","0","0.0000"
"1980","Egypt","Islam Nation of Islam","0","0.0000"
"1980","Egypt","Islam Alawite","0","0.0000"
"1980","Egypt","Islam Ahmadiyya","350","0.0000"
"1980","Egypt","Islam Other","0","0.0000"
"1980","Egypt","Islam Total","35387450","0.8721"
"1980","Egypt","Buddhism Mahayana","0","0.0000"
"1980","Egypt","Buddhism Theravada","0","0.0000"
"1980","Egypt","Buddhism Other","0","0.0000"
"1980","Egypt","Buddhism Total","0","0.0000"
"1980","Egypt","Zoroastrian Total","0","0.0000"
"1980","Egypt","Hindu Total","0","0.0000"
"1980","Egypt","Sikh Total","0","0.0000"
"1980","Egypt","Shinto Total","0","0.0000"
"1980","Egypt","Baha’i Total","375","0.0000"
"1980","Egypt","Taoism Total","0","0.0000"
"1980","Egypt","Confucianism Total","0","0.0000"
"1980","Egypt","Jain Total","0","0.0000"
"1980","Egypt","Syncretic Religions Total","0","0.0000"
"1980","Egypt","Animist Religions Total","0","0.0000"
"1980","Egypt","Non. Religious Total","30000","0.0007"
"1980","Egypt","Other Religions Total","908955","0.0224"
"1980","Egypt","Sum of Religion Adherents","39669045","0.9776"
"1980","Egypt","Total Population","40578000","1.0000"
"1985","Egypt","Christianity Protestants","61791","0.0013"
"1985","Egypt","Christianity Roman Catholics","55159","0.0012"
"1985","Egypt","Christianity Eastern Orthodox","3039035","0.0654"
"1985","Egypt","Christianity Anglican","389","0.0000"
"1985","Egypt","Christianity Others","1860779","0.0400"
"1985","Egypt","Christianity Total","5017153","0.1080"
"1985","Egypt","Judaism Orthodox","0","0.0000"
"1985","Egypt","Judaism Conservatives","0","0.0000"
"1985","Egypt","Judaism Reform","0","0.0000"
"1985","Egypt","Judaism Others","794","0.0000"
"1985","Egypt","Judaism Total","794","0.0000"
"1985","Egypt","Islam Sunni","41152450","0.8855"
"1985","Egypt","Islam Shi’a","0","0.0000"
"1985","Egypt","Islam Ibadhi","0","0.0000"
"1985","Egypt","Islam Nation of Islam","0","0.0000"
"1985","Egypt","Islam Alawite","0","0.0000"
"1985","Egypt","Islam Ahmadiyya","0","0.0000"
"1985","Egypt","Islam Other","0","0.0000"
"1985","Egypt","Islam Total","41152450","0.8855"
"1985","Egypt","Buddhism Mahayana","0","0.0000"
"1985","Egypt","Buddhism Theravada","0","0.0000"
"1985","Egypt","Buddhism Other","0","0.0000"
"1985","Egypt","Buddhism Total","0","0.0000"
"1985","Egypt","Zoroastrian Total","0","0.0000"
"1985","Egypt","Hindu Total","0","0.0000"
"1985","Egypt","Sikh Total","0","0.0000"
"1985","Egypt","Shinto Total","0","0.0000"
"1985","Egypt","Baha’i Total","0","0.0000"
"1985","Egypt","Taoism Total","0","0.0000"
